LITHSTRATNO,GAUNITNO,GEOLCODE,PARENT_LITHSTRATNO,UNIT_NAME,sort,LEG_NAR,SUMARY_NAR,DIST_NAR,DERNAM_NAR,TYPESC_NAR,LITH_NAR,DEPENV_NAR,MIN_THICK,MAX_THICK,THICK_NAR,CONT_R_NAR,CURRENCY,STATUSNO,GEOLCOLOUR,COLOUR_CODE,MIXED_ROCKTYPE,RANKNO,OROGENY,AGE,CORREL_AGE,MAX_AGE,MAX_AGE_UN,MIN_AGE,MIN_AGE_UN,GEOCHR_NAR,CG_APPROVED,REL_PAR_AGE,EQV_REL_PAR,CHILD_HIER,EQV_CHILDH,PM_APPROVED,WorkflowStatus,TwoPointFiveMegMap,FiveHundredKiloMap,cbGeoTimeCode,cbStratigraphyCode,cbTectonicCode,TolTectonicID,TolOrderNo,TolEqvOrderNo,LastModifiedBy,LastModifiedDate,PublishDate,LegendNarrativeEdited,OneHundredKiloMap
5053,78966,A-_ni-om,1,Niagara Igneous Complex,1,"Gabbronorite, dolerite, anorthositic gabbro, quartz diorite; metamorphosed","The Niagara Igneous Complex is a layered mafic intrusion on southern MELITA and westernmost YERILLA in the central-western part of the Eastern Goldfields Superterrane in the Yilgarn Craton. The complex contains variously deformed and metamorphosed gabbronorite, anorthositic gabbro, dolerite, Fe-rich quartz diorite, and locally anorthositic rocks. Rocks of the Niagara Igneous Complex are interleaved with metamorphosed and deformed equivalents, as well as felsic volcanic rocks and sedimentary rocks of the Melita Formation (A-GIm-xfr-b), and minor granitic schist. The Niagara Igneous Complex is interleaved with, and dismembered by, the Mulliberry Granite (A-_ll-gm). ","The Niagara Igneous Complex is poorly exposed. Based on aeromagnetic images, the igneous complex is interpreted to extend from Campbell Well (Zone 51, MGA 340450E 6781340N) in eastern MELITA, to the western part of YERILLA, southeast of the township of Kookynie. Witt (1994) interpreted two main mafic bodies: one north of Campbell Rockhole (Zone 51, MGA 340515E 6750850N) and another centred on the Niagara mining area (Zone 51, MGA 346200E 6749900N).   Witt (1994) suggested that thin dolerite intrusions within the Melita Formation in the Jeedamya area are marginal facies of the main layered complex. Witt (1994) also interpreted mesoscopic layering within leucodoleritic rock in the Mount Jessop area (Zone 51, MGA 344615E 6746715N) as indicating that the Niagara Igneous Complex youngs to the south. The maximum and minimum thicknesses of the complex are not known.","The Niagara Igneous Complex is the Niagara Layered Complex of Witt (1994) and is named after the Niagara mining centre (Zone 51, MGA 346200E 6749900N), where there are good exposures of the gabbroic rock types. This is taken to be the type area.",,"The Niagara Igneous Complex contains one or more variably deformed and metamorphosed layered mafic intrusions. The main rock types are adcumulate-textured gabbronorite and anorthositic gabbro, and dolerite and Fe-rich quartz diorite. Rocks are commonly strongly altered with primary pyroxene commonly altered to amphibole and chlorite (Witt, 1994). Gabbro from near the type locality contains altered pyroxene and sodic plagioclase, and accessory minerals including magnetite, titanite and zircon with secondary epidote and saussurite (GSWA 105822 and GSWA 105823 in Libby, 1991a). The pyroxene was initially thought to be aegerine-augite but SEM analysis showed it to be hedenbergite (Libby, 1991b), which is consistent with the observation that the rock appears strongly metasomatized.  Another rock from near the type locality (GSWA 211060, JKSEGS000018, Zone 51, MGA 345833E 6749738N) is medium grained and contains quartz, plagioclase, hornblende and epidote. Although strongly altered, and the protolith is difficult to recognize, it may be a metasomatized granodiorite (A Verbeeten, Minerex Petrographic Services, 2015, written comm., 10 September).  Although there are no exposed ultramafic rocks in the interpreted Niagara Igneous Complex, Witt (1994) suggested that a prominent magnetic anomaly under laterite northeast of Kurnalpi Dam (Zone 51, MGA 338340E 6752735N) may represent an ultramafic component. Another prominent magnetic anomaly just south of Kookynie School Bore (Zone 51, MGA 354280E 6752520N) may also represent an ultramafic component of the igneous complex.  The rocks of the Niagara Layered Complex are interleaved with metamorphosed and deformed equivalents, as well as felsic volcanic rocks and sedimentary rocks of the Melita Formation (A-GIm-xfr-b), and minor granitic schist (Witt, 1994). The Niagara Layered Complex is interleaved with, and dismembered by, the Mulliberry Granite.  Witt (1994) suggested that the Niagara Igneous Complex and Carr Boyd Complex (Ahmat, 1993) on GINDALBIE may have been part of the same large intrusive mafic-ultramafic entity that represents a very early part of the greenstone stratigraphy in the Eastern Goldfields Superterrane. ",,,,,"According to Witt (1994), contacts between the Niagara Igneous Complex and adjacent units are most likely the result of structural interleaving. No intrusive relationships have been observed.  ",,17,,,,4,,,,2960,,2650,,"There are no published ages for the Niagara Igneous Complex and its contacts with adjacent units, where exposed, are tectonic. Witt (1994) has suggested that it represents a very early part of the greenstone stratigraphy. It is locally strongly deformed and metasomatized, indicating that it has been deformed during regional deformation events and intruded by later granite so it must pre-date the last major deformation in the Eastern Goldfields Superterrane (Swager, 1997)  .  ",No,,,683,,No,Published,No,No,A,_ni,,28,26,,MIGSDAR,2.02E+13,2.02E+13,No,No
3656,23873,O-CRn-slc,112,Nibil Formation,1,"Grey calcareous and dolomitic mudstone, grading locally to silty limestone and dolomite, rare sandstone interbeds, minor halite and anhydrite (subsurface only)",,,,,,,,,,,,17,,,,4,,,,458.4,,443.4,,,No,,,2,,No,Approved for DE,No,No,O,CRn,,,,,MIGSDPH,2.02E+13,,No,No
4262,14130,A-_nk-s,1,Nickol River Formation,1,"Quartzose sandstone, conglomerate, breccia, carbonate rocks, chert, and banded iron-formation; local felsic volcanic and intrusive rocks; metamorphosed","The formation unconformably overlies the Karratha Terrane, including the 3270-3261 Ma Karratha Granodiorite. The c. 3200 Ma Regal Terrane was thrust over the formation during the 3070-3060 Ma Prinsep Orogeny. The Nickol River Formation is correlated with shale and BIF of the Dixon Island Formation at Cleaverville. Geochronology on the Dixon Island Formation indicates a depositional age of c. 3195 Ma.",The formation is exposed between Roebourne and Devil Creek in the northwest Pilbara Craton.,,,,,1000,2000,,,,17,,,,4,,,,3220,,3160,,"One constraint on the maximum depositional age of the Nickol River Formation is  that it unconformably overlies the 3270 - 3261 Ma Karratha Granodiorite. A quartzite sample from the formation was dated at 3269 +/- 2 Ma (GSWA 136819, Nelson 1998) but all the zircon grains are detrital and derived from erosion of the Karratha Granodiorite. A porphyritic rhyolite that intrudes the base of the formation southeast of Mount Ragal was dated at 3251 +/- 6 Ma (GSWA 118975, Nelson, 1997). This might define the minimum depositional age of the basal section of the formation. Alternatively, if this date was calculated on a zircon group that included xenocrystic zircon derived from the Karratha Granodiorite the age is too old; the youngest concordant grains in GSWA 118975 are c. 3220 Ma, which may be the emplacement age of the rhyolite. A depositional age of c. 3220 Ma for the Nickol River Formation is most consistent with the evidence that it was one of four sedimentary basins formed as a result of the East Pilbara Terrane Rifting Event (3220-3165 Ma).  The minimum age of the formation is constrained by the fact that it was extensively deformed by the Regal Thrust. This thrust is interpreted to have originated at c. 3160 Ma based on a metamorphic event in the underlying Karratha Terrane. The Nickol River Formation is tentaively correlated with the Dixon Island Formation at Cleaverville, from which a felsic tuff was dated at 3195 +/- 15 Ma (Kiyokawa et al., 2002). It will be noted that the maximum and minimum ages of the Nickol River Formation overlap with those of the Regal Formation. This is explained by the Regal Formation being erupted in the cental area of the c. 3200 Ma central Pilbara rift basin while the Nickol River Formation was deposited on its northwest margin. Clastic deposition on the southeast margin of this rift basin gave rise to the post-3228 Ma Soanesville Group.",No,,,586,,No,Approved for DE,Yes,Yes,A,_nk,,266,6,,MIGSDAR,2.02E+13,,No,No
536,26808,P_-_ni-st,1,Nilling Formation,1,"Fine- to very coarse-grained sandstone; variably pebbly, micaceous and silty",,,,,,,,,,,,17,,,,4,,,,1600,,1091,,Minimum age is from an unpublished U-Pb SHRIMP date on detrital zircons from upper Woodrarrung Sandstone in overlying Badgeradda Group.,No,,,636,,No,Approved for DE,Yes,Yes,P_,_ni,,17,5,,MIGSDDM,2.02E+13,,No,No
1652,,P_-_nd-od,1,Nindibillup Dolerite,1,"Mafic dykes; west-northwesterly trending, variably magnetic; some exceeding 400 km in length; mostly interpreted from aeromagnetic data",,,,,,,,,,,,99,,,,4,,,,800,,700,,,No,,,124,,No,Approved for DE,Yes,No,P_,_nd,,3,8,,MIGSDAR,2.02E+13,,No,No
3981,14160,A-_nm-gm,1,Nine Mile Monzogranite,1,"Coarse-grained, porphyritic biotite monzogranite; penetrative foliation moderate to weak, strongest at contacts with greenstones; domal core to regional (D2) anticline",,,,,,,,,,,,17,,,,4,,,,3010,,2600,,,No,,,353,,No,Approved for DE,No,No,A,_nm,,223,83,,MIGSDAR,2.02E+13,,No,No
4436,,P_-_ne-xsp-bb,1,Ninety Seven Mile Formation and Elimberrie Formation,1,"Sandstone, diamictite, siltstone, limestone, phyllite, quartzite, metabasalt, metatuff, and metarhyolite",,,,,,,,,,,,8,,,Mixed,3,,,,1000,,541,,,No,,,410,,No,Approved for DE,Yes,Yes,P_,_ne,,257,4,,MIGSDDM,2.02E+13,,No,No
4332,14166,D-NI-kl,1582,Ningbing Group,1,"Limestone reef complexes; cyanobacterial limestone, limestone breccia, shale, and sandstone",,,,,,,,,,,,17,,,,2,,,,372.2,,358.9,,,No,,,1,,No,Approved for DE,Yes,Yes,D,NI,,,,,MIGSDRH,2.02E+13,,No,No
1172,,A-ANni-mat,3559,Ninghan Gabbro,1,Serpentinized peritotite and dunite with relict olivine crystals 4â€“6 mm across,,,,,,,,,,,,8,,,,6,,,,2801,,2793,,,No,,,3,,No,Approved for DE,No,No,A,ANni,,,,,MIGSDAR,2.02E+13,,No,No
4893,14193,O-_nt-xkd-sh,1,Nita Formation,1,"Dolomite and limestone, with interbedded shale (subsurface only)",,,,,,,,,,,,17,,,Mixed,4,,,,467.3,,458.4,,,No,,,783,,No,Approved for DE,No,No,O,_nt,,21,19,,MIGSDAR,2.02E+13,,No,No
1804,79739,A-WAno-xap-ax,106,Nobb Well Intrusion,1,Serpentinized peridotite and metapyroxenite,,,,,,,,,,,,17,,,Mixed,4,,,,3460,,3427,,,No,,,28,,No,Approved for DE,No,Yes,A,WAno,,,,,MIGSDAR,2.02E+13,,No,No
1119,14203,A-_no-xcib-st,1,Noganyer Formation,1,"Sedimentary rocks; mainly banded iron-formation, sandstone and ferruginous sandstone; metamorphosed",,,,,,,,,,,,17,,,Mixed,4,,,,2864,,2864,,,No,,,776,,No,Approved for DE,No,No,A,_no,,28,49,,MIGSDAR,2.02E+13,,No,No
5137,14208,P_-OAg-sl,4328,Noingara Siltstone,1,"Massive to thin-bedded, cleaved, red-brown lithic siltstone",,,,,,,,,,,,17,,,,4,,,,1600,,541,,,No,,,2,a,No,Approved for DE,No,No,P_,OAg,,,,,MIGSDRH,2.02E+13,,No,No
3822,34890,P_-TAn-kt,3821,Nooloo Formation,1,"Thinly bedded dolomite, limestone, shale, and sandstone",,,,,,,,,,,,17,,,,4,,,,1000,,635,,,No,,,1,,No,Approved for DE,No,Yes,P_,TAn,,,,,MIGSDAR,2.02E+13,,No,No
5134,14218,P_-OAn-cc,4328,Noondine Chert,1,"Chert, dolomite, sandstone, talc",,,,,,,,,,,,17,,,,4,,,,1600,,541,,,No,,,2,b,No,Approved for DE,No,No,P_,OAn,,,,,MIGSDRH,2.02E+13,,No,No
1709,,A-ANno-xmoda-mgs,3556,Noongal Gabbro,1,Amphibolitic metadolerite with abundant sheets of granitic to granodioritic schist typically 0.5 â€“ 15 m thick and 50â€“500 m long,,,,,,,,,,,,8,,,Mixed,5,,,,2801,,2792,,,No,,,2,,No,Approved for DE,No,No,A,ANno,,,,,MIGSDAR,2.02E+13,,No,No
3618,26080,P-_no-sf,1,Noonkanbah Formation,1,"Siltstone, shale, and sandstone; minor carbonate",,,,,,,,,,,,17,,,,4,,,,286,,272.95,,,No,,,712,,No,Approved for DE,Yes,Yes,P,_no,,21,10,,MIGSDAR,2.02E+13,,No,No
600,74802,A-NO-xmb-f,601,Norie Group,1,"Metabasalt, felsic volcaniclastic rocks, and banded iron-formation; strongly to weakly metamorphosed",,,,,,,,,,,,17,,,Mixed,2,,,,2825,,2800,,,No,,,8,,No,Approved for DE,Yes,No,A,NO,,,,,MIGSDSW,2.02E+13,,Yes,No
3351,,P_-mn-KKBN,1,Nornalup Zone gneissic unit,1,"Gneiss (not on map, parent unit only)",,,,,,,,,,,,8,,,,2,,,,1800,,1280,,,No,,,598,,No,Approved for DE,No,No,P_,,KKBN,15,27,,MIGSDAR,2.02E+13,,No,No
3148,,P_-xmgss-mog-KKBN,3350,Nornalup Zone metagranitic unit,1,"Metagranite, metagabbro and metasedimentary rocks; may include intrusions of Recherche and Esperance Supersuites",,,,,,,,,,,,8,,,Mixed,4,,,,1815,,1500,,,No,,,4,,No,Approved for DE,No,No,P_,,KKBN,,,,MIGSDAR,2.02E+13,,No,No
3409,,P_-mo-KKBN,1,Nornalup Zone metamorphosed mafic intrusive unit,1,"Metamorphosed mafic intrusive unit (not on map, parent unit only)",,,,,,,,,,,,8,,,,8,,,,1800,,1280,,,No,,,601,,No,Approved for DE,No,No,P_,,KKBN,15,31,,MIGSDCP,2.02E+13,,No,No
4851,,P_-xmi-mws-KKBN,3410,Nornalup Zone metasedimentary rock,1,"Interlayered iron-rich, psammitic to pelitic and mafic schist or granulite; may include intrusions of granite",,,,,,,,,,,,8,,,Mixed,4,,,,1950,,1180,,,No,,,2,,No,Approved for DE,No,No,P_,,KKBN,,,,MIGSDCP,2.02E+13,,No,No
3353,,P_-mh-KKBN,1,Nornalup Zone metasedimentary unit,1,"Psammite and pelite (not on map, parent unit only)",,,,,,,,,,,,8,,,,2,,,,1800,,1280,,,No,,,599,,No,Approved for DE,No,No,P_,,KKBN,15,29,,MIGSDCP,2.02E+13,,No,No
4270,38518,GE-EUn-spk,3887,Norseman Formation,1,"Shelly and bryozoal calcareous sandstone to calcarenite, sandstone, gravel, conglomerate",,,,,,,,,,,,17,,,,4,,,,47.8,,33.9,,,No,,,4,,No,Approved for DE,No,No,GE,EUn,,,,,MIGSDAR,2.01E+13,,No,No
1791,36956,A-TAno-gm,3109,North Pole Monzogranite,1,Biotite monzogranite; equigranular to weakly porphyritic,,,,,,,,,,,,17,,,,4,,,,3446,,3446,,"The North Pole Monzogranite was dated at 3446 +/- 10 Ma by A. Kemp (written comm., 2014). Until publication the age is treated as inferred. A previous isotopic date of 3459 +/- 18 Ma (conventional zircon  U-Pb method, Thorpe et al., 1992) is now interpreted to be too old owing to analysis including inherited zircon.",No,,,10,,No,Approved for DE,No,Yes,A,TAno,,,,,MIGSDAR,2.02E+13,,No,No
4125,27215,J-_nr-ss,3457,North Rankin Formation,1,Fine- to medium-grained sandstone; claystone and siltstone interbeds near base (subsurface only),,,,,,,,,,,,17,,,,4,,,,201.3,,190.8,,,No,,,6,,No,Approved for DE,No,No,J,_nr,,,,,MIGSDRH,2.01E+13,,No,No
4268,37213,GE-EUr-sfx,3887,North Royal Formation,1,"Lithic cobble conglomerate (base), sandstone, and claystone (top); lignite near top",,,,,,,,,,,,17,,,,4,,,,47.8,,33.9,,,No,,,3,,No,Approved for DE,No,No,GE,EUr,,,,,MIGSDAR,2.02E+13,,No,No
1879,24433,A-CLns-mgta,3015,North Shaw Tonalite,1,"Metamorphosed hornblende tonalite to diorite; equigranular, with local plagioclase phenocrysts",,,,,,,,,,,,17,,,,4,,,,3468,5,3468,2,,No,,,6,,No,Approved for DE,No,Yes,A,CLns,,,,,MIGSDAR,2.02E+13,,No,No
1800,,A-WAn-mat,3276,North Star Basalt,1,Serpentinite and serpentineâ€“tremolite(â€“talcâ€“carbonateâ€“chlorite) schist after peridotite and dunite,,,,,,,,,,,,8,,,,5,,,,3515,,3490,,,No,,,17,,No,Approved for DE,No,No,A,WAn,,,,,MIGSDAR,2.02E+13,,No,No
4273,31686,A-STnw-o,4280,North Whundo Intrusion,1,"Gabbro, leucogabbro, and dolerite; metamorphosed",,,,,,,,,,,,17,,,,4,,,,2930,,2924,,,No,,,6,,No,Approved for DE,No,Yes,A,STnw,,,,,MIGSDAH,2.01E+13,,No,No
4529,,P_-_no-od,1,Northampton Dolerite,1,Dolerite dyke,,,,,,,,,,,,99,,,,4,,,,748,12,748,12,,No,,,437,,No,Approved for DE,Yes,No,P_,_no,,3,6,,MIGSDAR,2.02E+13,,No,No
3448,,P_-mn-PJNO,1,Northampton Inlier gneissic unit,1,"Gneiss (not on map, parent unit only)",,,,,,,,,,,,8,,,,2,,,,1150,,1083,,,No,,,642,,No,Approved for DE,No,No,P_,,PJNO,17,13,,MIGSDAR,2.02E+13,,No,No
4555,,P_-g-PJNO,1,Northampton Inlier granitic unit,1,Granitic rock,,,,,,,,,,,,8,,,,8,,,,1068,,989,,,No,,,449,,No,Approved for DE,Yes,Yes,P_,,PJNO,17,9,,MIGSDDM,2.02E+13,,No,No
3443,,P_-mo-PJNO,1,Northampton Inlier metamorphosed mafic intrusive unit,1,"Metamorphosed mafic intrusive unit (not on map, parent unit only)",,,,,,,,,,,,8,,,,8,,,,1150,,1083,,,No,,,641,,No,Approved for DE,No,No,P_,,PJNO,17,12,,MIGSDAR,2.02E+13,,No,No
3445,,P_-md-PJNO,1,Northampton Inlier metasedimentary unit,1,"Meatamorphosed siliciclastic rock (not on map, parent unit only)",,,,,,,,,,,,8,,,,2,,,,1150,,1083,,,No,,,639,,No,Approved for DE,No,No,P_,,PJNO,17,10,,MIGSDAR,2.02E+13,,No,No
1720,,A-mu-AFON,1,Northern Foreland mafic unit,1,Metamorphosed ultramafic volcanic rock,,,,,,,,,,,,8,,,,2,,,,2900,,2600,,,No,,,134,,No,Approved for DE,No,Yes,A,,AFON,15,51,,MIGSDCP,2.02E+13,,No,No
1716,,AP_-mg-AFON,1,Northern Foreland metagranitic unit,1,Metagranitic rocks,,Parent unit for 2.5M rollup,,,,,,,,,,8,,,,8,,,,3131,,1140,,AXR 20-08-2015. Max age changed from 3200 to 3131 Ma to match general age for Youanmi Terrane. Cath is OK with this.,No,,,132,,No,Approved for DE,Yes,No,AP_,,AFON,15,46,,MIGSDCP,2.02E+13,,No,No
1718,,AP_-mi-AFON,1,Northern Foreland unit,1,"Meta banded iron formation (not on map, parent unit only)",,,,,,,,,,,,8,,,,2,,,,2800,,1330,,,No,,,133,,No,Approved for DE,No,No,AP_,,AFON,15,42,,MIGSDAR,2.02E+13,,No,No
4381,69694,A-NU-md,1,Nullagine Group,1,Metasedimentary siliciclastic rock; minor metamorphosed mafic igneous rocks,,,,,,,,,,,,17,,,,2,,,,3200,,2930,,,No,,,544,,No,Approved for DE,Yes,No,A,NU,,12,14,,MIGSDAH,2.02E+13,,No,No
2928,14360,D-_nu-klbp,2926,Nullara Limestone,1,"Well-bedded microbial, oolitic and peloidal limestone; locally dolomitized, sandy, or conglomeratic; Famennian back-reef platform facies in carbonate reef complexes",,,,,,,,,,,,17,,,,4,,,,372.2,,362,,,No,,,1,b,No,Approved for DE,No,No,D,_nu,,,,,MIGSDRH,2.02E+13,,No,No
2943,25355,NM-_na-klg,5034,Nullarbor Limestone,1,"Hard foraminiferal and coralgal skeletal calcarenite, locally shelly; basal nodular algal limestone (Mullamullang Member)","The Nullarbor Limestone forms the surface of much of the Nullarbor Plain. It is a hard, pale coloured bioclastic calcarenite, generally poorly bedded to unbedded, and is of late early to early middle Miocene age. A widespread basal facies of microbial nodular limestone has been named the Mullamullang Member. The limestone was deposited during the Miocene eustatic high stand, between 14 and 17 Ma, in warm waters at depths of up to about 100 m. O'Connell (2011) interpreted much of the Nullarbor Limestone as the product of deposition in sea-grass banks, with mechanically deposited rhodoliths forming the Mullamullang Member seaward of the banks. The presently preserved thickness ranges up to about 30 m, but another 30 to 60 m may have been removed since the Miocene by rainfall on the plain. The most comprehensive descriptions are by Lowry (1970) and O'Connell (2011). It is part of the Eucla Group, together with the Abrakurrie Limestone, Colville Sandstone, and Plumridge Formation.","The Nullarbor Limestone extends over most of the onshore Eucla Basin. It slightly less extensive than the Eocene Wilson Bluff Limestone, and is notably absent in the southwest corner where there is a transition to siliciclastic deposits. The thickness as compiled by Lowry (1970) ranges up to 32 m in Old Homestead Cave south southwest of Forrest. Lowry estimated that 30 to 60 m of Nullarbor Limestone has been eroded by rainfall on the plain since deposition ceased in the Miocene.  The Nullarbor Limestone grades laterally northwards into the Colville Sandstone, an inboard, more siliciclastic unit that was deposited in intertidal to supratidal environments (Lowry, 1970, Li et al., 2003).","The name 'Nullarbor Limestone' was initially used for all the limestone succession beneath the Nullarbor Plain (Brown, 1885), but later was later restricted essentially to the present usage by Singleton (1954). Singleton did not nominate a type section, but Ludbrook (1958) suggested a section at Wilson Bluff that had been measured by Tate (1879). Lowry subsequently suggested a 46 ft (14 m) section 1.2 miles (1.93 km) to the east, noted this was poorly exposed, and proposed a 58 ft (17.7 m) reference section in Mullamullang Cave. The top of all sections is the present day Nullarbor Plain. The Mullamullang Member is a microbial limestone that is present at the base of the Nullarbor Limestone west of Wilson Bluff.",,"The descriptions following are derived from Lowry (1970) and O'Connell (2011), both of whom exhaustively described the Nullarbor Limestone.  The Nullarbor Limestone is a hard, pale coloured bioclastic calcarenite, generally poorly bedded to unbedded. Cross bedding is rare. Foraminifers and coralline algae are the principal bioclasts, with lesser bryozoans, molluscs and fragmental echinoids. O'Connell (2011) recognized five facies associations: Rhodolith (Mullamullang Member), Echinoderm, Articulated Coralline Algae, Benthic Foraminifera, and Benthic-Planktonic Foraminifera Facies Associations, each characteristic of a distinct depositional setting.   North of the Trans-Australian Railway Line, intraclastic medium- to coarse-grained foraminiferal calcarenite, with intraclasts of foraminiferal calcarenite derived from elsewhere in the Nullarbor Limestone, indicates syndepositional reworking by waves and currents, presumably in shallower conditions. The fauna indicate deposition in subtropical waters, rather than the cool temperate conditions of underlying units.   A widespread basal facies of microbial nodular limestone has been named the Mullamullang Member.","O'Connell (2011) considered the Nullarbor Limestone formed as seagrass banks, rhodolith gravels, and on open sea floors on an epieric marine ramp that extended about 450 km inboard from the shelf edge. Paleodepths were up to about 100 m, the base of the photic zone. The open sea floor environment was below wave base, seaward of the moderate depth wave- and current-swept setting in which the rhodolith gravels accumulated. Sea grass banks developed in the shallowest setting where wave energy was largely dissipated or baffled. Diverse corals, large benthic forminifers and micritic envelopes around bioclasts indicate sub-tropical water temperatures despite the mid-latitude setting (~38 0 S). There was a Miocene warm climatic spike (the Miocene Climatic Optimum), but  an eastwards decrease in tropical faunal components indicates the seawater temperatures were accentuated by a south-, then east-flowing longshore marine current, the ancestral Leeuwin Current (O'Connell, 2011).",,32,,,,17,,,,4,,,,17,,14,,"The age of the Nullarbor Limestone is reasonably well constrained by foraminifers and other fossils (Lowry, 1970, O'Connell, 2011). The fossils were catalogued in detail by both Lowry and O'Connell.",No,,,1,c,No,DE in Progress,No,No,NM,_na,,,,,MIGSDRH,2.02E+13,,No,No
2636,,A-SRnu-g,2640,Numbana Monzogranite,1,Granitic dyke,,,,,,,,,,,,8,,,,5,,,,2851,,2831,,,No,,,1,,No,Approved for DE,No,No,A,SRnu,,,,,MIGSDAR,2.01E+13,,No,No
4225,14385,P_-SKbn-xs-b,4222,Nummana Member,1,"Siltstone, sandstone, and basalt; intruded by Balgara Dolerite sills","The Nummana Member has a maximum thickness of ~305 m. It is exposed on MOUNT STUART, WYLOO, HARDEY, ROCKLEA, PARABURDOO, and SNOWY MOUNT where it has conformable lower and upper contacts with the Beasley River Quartzite and its Cheela Springs Basalt parent formation, respectively. The member is composed of siltstone, interbedded with quartz sandstone and basalt, and was deposited in a coastal to shallow marine environment at c. 2208 Ma.","The Nummana Member is exposed on MOUNT STUART, WYLOO, HARDEY, ROCKLEA, PARABURDOO, and SNOWY MOUNT. The most complete section is preserved on the southeastern flank of the Hardey Syncline on HARDEY, where Martin et al. (2000) recorded a maximum thickness of ~305 m.","The Nummana Member was originally assigned to the lower part of the Mount McGrath Formation, as originally defined by de la Hunty, (1964), beneath the Cheela Springs Basalt Member. The Cheela Springs Basalt was subsequently upgraded to formation status (Horwitz, 1980) and the Nummana Member was then included within the lower part of that stratigraphy (Martin et al., 2000). Despite general recognition of the relative stratigraphic position of this unit, on existing map sheets the Nummana Member has been included within the Beasley River Quartzite (e.g. Blight et al., 1986; Thorne et al., 1991, 1995). The Nummana Member is now recognized as a subunit of the Cheela Springs Basalt.  The Nummana Member was named after Nummana Pool (Zone 50, MGA 516400E 7471500N) on the Beasley River on ROCKLEA. A type section was not clearly defined by de la Hunty (1964); however, the member is well exposed around Zone 50, MGA 489000E 7470900N on the southeastern part of HARDEY.",,"The Nummana Member is composed of siltstone, interbedded with quartz sandstone and basalt. The succession is commonly intruded by sills of the Balgara Dolerite (P_-_bg-od).   Published descriptions of the Nummana Member are brief. Thorne and Seymour (1991) recorded a 50 m-thick upward-coarsening sedimentary succession overlying the lowermost basalt in the area around Zone 50, MGA 470910E 7480130N, on HARDEY. It comprises mudstone and siltstone, overlain by ripple-laminated fine-grained sandstone, and trough cross-stratified, ferruginous sandstone. Martin et al. (2000) noted that paleocurrent directions from sandstones in the Nummana Member are predominantly towards the northwest. However, an additional, prominent northeasterly paleocurrent direction is preserved in the Duck Creek Syncline area (MGA Zone 50, 441000E 7519000N) on MOUNT STUART.","The Nummana Member was probably deposited in a coastal to shallow-marine setting, based on the nature of the sedimentary rock types and the environmental setting of its parent unit, the Cheela Springs Basalt.",,305,,"The Nummana Member has a conformable, sharp lower contact with the Beasley River Quartzite marked by an abrupt change to either siltstone or vesicular basalt that has a strong topographic expression in the form of a dramatic reduction in relief and the formation of flatirons on the contact. The upper contact with its parent formation, the Cheela Springs Basalt (P_-SKb-bb), is also conformable and gradational.",,17,,,Mixed,5,,,,2208,,2031,,"The Nummana Member has not been dated directly. Based on the age of its parent unit, the Cheela Springs Basalt, it was probably deposited at c. 2208 Ma.",No,,,1,,No,Published,No,No,P_,SKbn,,,,,MIGSDAR,2.02E+13,2.02E+13,No,No
4896,14410,P-_pn-sl,2729,Nura Nura Member,1,"Limestone, grading to fossiliferous sandstone and siltstone",,,,,,,,,,,,17,,,,5,,,,292,,288,,,No,,,1,,No,Approved for DE,No,No,P,_pn,,,,,MIGSDRH,2.02E+13,,No,No
4122,26085,K-_nu-ssl,1,Nurina Formation,1,"Greensand, glauconitic sandstone, sandy siltstone",,,,,,,,,,,,17,,,,4,,,,86.3,,72.1,,,No,,,379,,No,Approved for DE,No,No,K,_nu,,78,1,,MIGSDAR,2.02E+13,,No,No
422,14447,P_-ALy-st,417,Nyuless Sandstone,1,Quartz sandstone and lithic sandstone; minor siltstone and conglomerate,,,,,,,,,,,,17,,,,4,,,,635,,541,,,No,,,2,,No,Approved for DE,No,No,P_,ALy,,,,,MIGSDAR,2.01E+13,,No,No
3982,78630,A-OH-og,1,Oak Hill Intrusion,1,Gabbro; relict cumulate texture; metamorphosed,,,,,,,,,,,,17,,,,9,,,,,,,,,No,,,354,,No,New,No,No,A,OH,,,,,MIGSDAR,2.02E+13,,No,No
2484,14474,N-_oa-kt,761,Oakover Formation,1,"Variably silicified limestone, silty limestone, calcareous sandstone, siltstone, and marl",,,,,,,,,,,,17,,,,4,,,,23.03,,2.58,,,No,,,2,,No,Approved for DE,No,No,N,_oa,,,,,MIGSDAR,2.02E+13,,No,No
